No,feature_name,japanese_meaning,calculation_method,source_data,history_window,category,code_location,includes_maiden_history,related_features,gain_importance,split_importance,human_decision,calculation_detail_status,duplicate_name_count,input_column_type
334,race_class_label_G1,当該レースの格ラベルが『G1』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G1,0.0,0.0,,CODE_TRACED,2,one-hot
335,race_class_label_G2,当該レースの格ラベルが『G2』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G2,0.0,0.0,,CODE_TRACED,2,one-hot
336,race_class_label_G3,当該レースの格ラベルが『G3』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G3,0.0,0.0,,CODE_TRACED,2,one-hot
337,race_class_label_LISTED,当該レースの格ラベルが『LISTED』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
338,race_class_label_OPEN,当該レースの格ラベルが『OPEN』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
339,race_class_label_UNKNOWN,当該レースの格ラベルが『UNKNOWN』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
340,race_class_label_nan,当該レースの格ラベルが『nan』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_nan,0.0,0.0,,CODE_TRACED,2,one-hot
341,race_class_label_G1,当該レースの格ラベルが『G1』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G1,0.0,0.0,,CODE_TRACED,2,one-hot
342,race_class_label_G2,当該レースの格ラベルが『G2』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G2,0.0,0.0,,CODE_TRACED,2,one-hot
343,race_class_label_G3,当該レースの格ラベルが『G3』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_G3,0.0,0.0,,CODE_TRACED,2,one-hot
344,race_class_label_LISTED,当該レースの格ラベルが『LISTED』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
345,race_class_label_OPEN,当該レースの格ラベルが『OPEN』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
346,race_class_label_UNKNOWN,当該レースの格ラベルが『UNKNOWN』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
347,race_class_label_nan,当該レースの格ラベルが『nan』であることを表す0/1列,元のカテゴリ列 race_class_label を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,race_class_label_nan,0.0,0.0,,CODE_TRACED,2,one-hot
348,last1_race_class_G1,前走のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
349,last1_race_class_G2,前走のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
350,last1_race_class_G3,前走のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
351,last1_race_class_LISTED,前走のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
352,last1_race_class_OPEN,前走のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
353,last1_race_class_UNKNOWN,前走のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
354,last1_race_class_nan,前走のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
355,last1_race_class_G1,前走のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
356,last1_race_class_G2,前走のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
357,last1_race_class_G3,前走のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
358,last1_race_class_LISTED,前走のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
359,last1_race_class_OPEN,前走のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
360,last1_race_class_UNKNOWN,前走のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
361,last1_race_class_nan,前走のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last1_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
362,last2_race_class_G1,前々走のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
363,last2_race_class_G2,前々走のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
364,last2_race_class_G3,前々走のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
365,last2_race_class_LISTED,前々走のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
366,last2_race_class_OPEN,前々走のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
367,last2_race_class_UNKNOWN,前々走のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
368,last2_race_class_nan,前々走のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
369,last2_race_class_G1,前々走のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
370,last2_race_class_G2,前々走のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
371,last2_race_class_G3,前々走のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
372,last2_race_class_LISTED,前々走のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
373,last2_race_class_OPEN,前々走のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
374,last2_race_class_UNKNOWN,前々走のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
375,last2_race_class_nan,前々走のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last2_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去2のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
376,last3_race_class_G1,3走前のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
377,last3_race_class_G2,3走前のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
378,last3_race_class_G3,3走前のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
379,last3_race_class_LISTED,3走前のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
380,last3_race_class_OPEN,3走前のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
381,last3_race_class_UNKNOWN,3走前のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
382,last3_race_class_nan,3走前のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
383,last3_race_class_G1,3走前のレース格が『G1』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G1,0.0,0.0,,CODE_TRACED,2,one-hot
384,last3_race_class_G2,3走前のレース格が『G2』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G2,0.0,0.0,,CODE_TRACED,2,one-hot
385,last3_race_class_G3,3走前のレース格が『G3』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_G3,0.0,0.0,,CODE_TRACED,2,one-hot
386,last3_race_class_LISTED,3走前のレース格が『LISTED』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_LISTED,0.0,0.0,,CODE_TRACED,2,one-hot
387,last3_race_class_OPEN,3走前のレース格が『OPEN』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_OPEN,0.0,0.0,,CODE_TRACED,2,one-hot
388,last3_race_class_UNKNOWN,3走前のレース格が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
389,last3_race_class_nan,3走前のレース格が『nan』であることを表す0/1列,元のカテゴリ列 last3_race_class を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去3のレース条件,N/A,Race Class / Strength,src/backtest.py:1182-1199,N/A,lastN_race_class_nan,0.0,0.0,,CODE_TRACED,2,one-hot
390,race_sex_condition_FEMALE_ONLY,当該レースの性別条件が『FEMALE_ONLY』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_FEMALE_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
391,race_sex_condition_OPEN_SEX,当該レースの性別条件が『OPEN_SEX』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_OPEN_SEX,0.0,0.0,,CODE_TRACED,2,one-hot
392,race_sex_condition_nan,当該レースの性別条件が『nan』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
393,race_sex_condition_FEMALE_ONLY,当該レースの性別条件が『FEMALE_ONLY』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_FEMALE_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
394,race_sex_condition_OPEN_SEX,当該レースの性別条件が『OPEN_SEX』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_OPEN_SEX,0.0,0.0,,CODE_TRACED,2,one-hot
395,race_sex_condition_nan,当該レースの性別条件が『nan』であることを表す0/1列,元のカテゴリ列 race_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_sex_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
396,race_age_condition_TWO_YEAR_OLD_ONLY,当該レースの年齢条件が『TWO_YEAR_OLD_ONLY』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_TWO_YEAR_OLD_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
397,race_age_condition_UNKNOWN,当該レースの年齢条件が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
398,race_age_condition_nan,当該レースの年齢条件が『nan』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
399,race_age_condition_TWO_YEAR_OLD_ONLY,当該レースの年齢条件が『TWO_YEAR_OLD_ONLY』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_TWO_YEAR_OLD_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
400,race_age_condition_UNKNOWN,当該レースの年齢条件が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
401,race_age_condition_nan,当該レースの年齢条件が『nan』であることを表す0/1列,元のカテゴリ列 race_age_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,race_age_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
402,last1_sex_condition_FEMALE_ONLY,前走の性別条件が『FEMALE_ONLY』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_FEMALE_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
403,last1_sex_condition_OPEN_SEX,前走の性別条件が『OPEN_SEX』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_OPEN_SEX,0.0,0.0,,CODE_TRACED,2,one-hot
404,last1_sex_condition_UNKNOWN,前走の性別条件が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
405,last1_sex_condition_nan,前走の性別条件が『nan』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
406,last1_sex_condition_FEMALE_ONLY,前走の性別条件が『FEMALE_ONLY』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_FEMALE_ONLY,0.0,0.0,,CODE_TRACED,2,one-hot
407,last1_sex_condition_OPEN_SEX,前走の性別条件が『OPEN_SEX』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_OPEN_SEX,0.0,0.0,,CODE_TRACED,2,one-hot
408,last1_sex_condition_UNKNOWN,前走の性別条件が『UNKNOWN』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_UNKNOWN,0.0,0.0,,CODE_TRACED,2,one-hot
409,last1_sex_condition_nan,前走の性別条件が『nan』であることを表す0/1列,元のカテゴリ列 last1_sex_condition を学習期間と評価月を結合した後に pandas.get_dummies(dummy_na=True) でone-hot化。,当該レース条件または過去1のレース条件,N/A,Race Composition,src/backtest.py:1182-1199,N/A,lastN_sex_condition_nan,0.0,0.0,,CODE_TRACED,2,one-hot
